Usage,Limit,MortgageStatus,HistoryStatus,CountStatus,OverdueStatus,Gender_male
0,3000,0,0,1,0,0
1.01,3000,0,0,1,1,0
1.02,3000,0,0,0,1,0
0.88,3000,0,1,0,1,0
1.03,3000,0,1,1,1,0
1,3000,0,1,1,1,1
0.51,3000,1,1,0,1,1
0.14,3000,0,1,1,1,0
0.97,3000,0,1,0,1,0
1.03,3000,0,1,1,1,1
1,3000,0,0,1,0,0
1,3000,0,1,0,1,0
0.11,3000,0,1,1,1,1
0.31,3000,0,0,1,0,1
0,3000,0,0,0,1,0
0.05,3000,0,0,1,1,0
0.12,3000,0,0,1,0,0
0.11,3000,0,1,1,1,0
0.99,3000,0,1,1,1,1
0.14,3000,0,0,1,0,0
0.63,3000,0,1,1,1,1
1.02,3000,0,0,1,1,1
1.89,3000,0,1,1,1,1
0,3000,0,0,1,0,1
1.02,3000,0,0,1,0,1
0.01,3000,0,0,1,0,1
0.44,3000,0,1,0,1,0
0.53,3000,0,1,1,1,1
0.27,3000,0,1,1,1,0
1.01,3000,0,1,1,1,1
0.77,3000,0,0,1,1,0
0.37,3000,0,0,0,0,1
0,3000,0,0,1,1,0
0.67,3000,0,0,0,0,1
0.3,3000,0,0,0,1,0
0.08,3000,0,0,0,1,1
0.67,3000,0,1,1,1,1
0.86,3000,0,1,0,0,1
0.91,3000,0,1,1,1,0
1.01,3000,0,1,1,1,1
1.02,3000,0,0,0,1,1
0.03,3000,0,0,1,1,0
0.81,3000,0,1,1,1,1
0,3000,0,0,1,1,1
1.02,3000,0,1,0,1,0
0.34,3000,0,1,1,1,1
0.99,3000,0,1,1,1,1
0.03,3000,0,1,1,1,1
0.6,3000,0,0,0,1,1
0,3000,0,1,1,1,1
0,3000,0,1,1,1,1
0,3000,0,0,1,0,0
0.19,3000,0,0,1,1,1
0.24,3000,0,0,1,0,0
0.25,3000,0,1,1,0,1
0.47,3000,0,0,1,1,1
1.1,3000,0,1,1,1,1
0,3000,0,0,0,1,1
0.96,3000,0,0,1,1,1
0.44,3000,0,1,1,1,1
0.14,3000,0,1,0,1,1
0.06,3000,0,0,1,1,1
1.03,3000,0,1,1,1,0
0.21,3000,0,1,0,1,1
0.63,3000,0,1,1,1,0
0.55,3000,0,1,1,1,1
0.69,3000,0,0,1,1,1
0.14,3000,0,0,1,1,0
0.34,3000,0,1,1,1,1
0.82,3000,0,1,1,0,1
0.25,3000,0,0,1,0,0
0.73,3000,0,0,0,0,0
0,3000,0,0,0,0,0
0,3000,0,0,0,1,1
0.58,3000,0,0,1,1,1
1.01,3000,0,0,1,0,1
0.03,3000,1,1,1,1,1
0.52,3000,0,1,0,1,1
0.4,3000,0,1,1,1,1
0.07,3000,0,0,0,0,1
0.96,3000,0,0,1,1,1
0.99,3000,0,1,0,1,1
0.89,3000,0,0,1,1,1
0.85,3000,0,0,1,1,1
0.99,3000,0,1,1,1,1
0.17,3000,0,1,1,1,0
0,3000,0,0,1,0,1
0,3000,0,0,1,1,1
1.01,3000,0,1,0,1,1
0.03,3000,0,1,1,1,1
0.03,3000,0,0,0,1,0
0.99,3000,0,0,1,1,1
1.02,3000,0,1,0,1,1
0.09,3000,0,1,0,0,1
0.99,3000,0,0,1,1,1
0.16,3000,0,0,1,1,1
1,3000,1,1,1,1,1
1.03,3000,0,1,1,1,1
0,3000,0,0,1,1,1
0.99,3000,0,0,1,0,1
0.02,3000,0,0,0,1,1
1.02,3000,0,0,1,1,1
0.91,3000,0,0,1,1,1
0.6,3000,0,0,0,1,1
1.01,3000,1,1,1,0,1
0,3000,0,0,0,1,1
1.01,3000,0,1,1,1,1
0,3000,0,0,0,1,0
1.04,3000,0,1,0,1,1
0.9,3000,0,0,1,0,1
0,3000,0,1,1,1,0
0.51,3000,0,0,0,0,0
0.26,3000,1,1,1,1,0
1.1,3000,0,0,1,0,1
0.23,3000,0,1,1,1,1
0.52,3000,0,1,0,1,1
0,3000,0,1,1,0,0
0,3000,0,0,0,0,1
1.01,3000,0,1,1,1,1
0.39,3000,0,0,1,1,1
1.38,3000,0,1,1,1,1
0.8,3000,0,1,1,1,1
0.16,3000,0,1,0,1,1
0.26,3000,0,0,1,0,1
1,3000,0,1,0,1,1
0.66,3000,0,1,1,1,1
0.87,3000,0,1,1,1,1
1,3000,0,0,1,1,0
1.13,3000,0,0,1,1,1
0,3000,0,0,0,1,1
0.97,3000,0,1,1,1,1
0.69,3000,0,0,1,1,1
1.01,3000,0,1,1,1,0
0.41,3000,0,1,1,1,1
1.01,3000,0,0,1,1,1
0.65,3000,0,1,1,1,1
0,3000,0,1,0,1,1
0.88,3000,0,1,1,1,0
0,3000,0,0,1,1,1
1,3000,1,1,1,0,0
0,3000,0,0,1,0,0
0.84,3000,0,1,1,1,1
1.01,3000,0,0,1,1,1
0.5,3000,0,0,1,0,1
1.12,3000,0,1,1,1,0
1.03,3000,0,1,1,1,0
0.91,3000,0,1,1,1,1
1,3000,0,1,0,0,1
1.01,3000,0,1,1,1,1
0.92,3000,0,1,0,1,1
0.01,3000,0,1,1,1,1
0.41,3000,0,0,0,0,1
0,3000,0,0,0,0,0
0.39,3000,0,1,1,1,1
0.25,3000,0,0,0,1,1
1.01,3000,0,1,1,1,1
0.51,3000,0,0,1,0,1
0,3000,0,0,1,1,1
0.35,3000,0,1,1,1,1
0.92,3000,0,0,0,0,1
0.12,3000,0,1,0,1,1
0.08,3000,0,0,0,1,1
1.03,3000,0,1,1,1,0
1.01,3000,0,1,1,0,1
1,3000,1,0,1,0,1
0.33,3000,0,1,1,1,1
1.03,3000,0,1,0,1,1
1,3000,0,1,1,1,0
1,3000,0,0,1,0,1
0.93,3000,1,1,1,1,1
1.01,3000,0,1,1,1,1
1.3,3000,1,0,1,1,1
1.08,3000,0,1,0,1,1
1,3000,0,0,1,1,1
1.01,3000,0,1,1,1,0
1.11,3000,1,1,1,1,1
1,3000,0,0,1,1,1
0.92,3000,0,1,0,1,0
1.02,3000,1,1,0,1,0
0.36,3000,0,0,0,0,1
0.93,3000,0,1,1,1,1
0.42,3000,0,0,1,1,1
0.36,3000,0,1,1,1,1
0.96,3000,0,1,0,0,0
0.87,3000,0,0,1,1,0
0.51,3000,0,0,1,1,1
0,3000,0,0,0,1,1
0.11,3000,0,1,0,1,1
0.75,3000,0,1,1,1,1
0.12,3000,0,0,1,1,0
0.6,3000,0,1,0,1,1
0.54,3000,0,0,0,0,1
1.03,3000,0,1,1,1,1
0.63,3000,0,1,1,1,0
0,3000,0,0,0,1,1
1.02,3000,0,1,1,0,1
0.43,3000,0,1,1,1,0
0.06,3000,0,0,1,0,0
0.24,3000,0,0,1,0,1
0.55,3000,0,1,0,1,1
0,3000,0,0,1,0,1
0.99,3000,0,1,1,1,1
0.97,3000,0,1,1,1,1
0.19,3000,0,0,1,1,0
1.04,3000,0,1,0,1,0
0,3000,0,0,0,0,1
2.11,3000,0,0,1,1,1
0.13,3000,0,0,1,0,1
0,3000,0,0,0,0,1
1,3000,0,0,1,1,1
1,3000,0,0,1,1,1
0.52,3000,0,0,1,1,1
0,3000,1,1,1,0,1
1.04,3000,0,1,1,1,1
0.74,3000,0,0,0,1,0
1.05,3000,0,1,1,1,1
0.11,3000,0,0,1,0,1
0.35,3000,0,1,1,1,0
0.3,3000,0,0,1,1,1
1,3000,0,1,1,1,1
0.72,3000,0,1,0,1,0
0.67,3000,0,1,0,1,0
0.26,3000,0,0,1,0,0
0.3,3000,0,1,1,1,1
0.91,3000,0,1,1,1,1
0.6,3000,0,0,1,0,1
0,3000,0,0,1,0,1
0.91,3000,0,1,1,1,1
0.52,3000,0,0,1,0,1
1,3000,0,0,1,1,1
0.65,3000,1,0,1,0,1
0.94,3000,0,1,0,0,0
1.02,3000,0,1,0,1,1
0.99,3000,0,1,1,1,1
0.49,3000,0,0,1,0,1
0.21,3000,0,0,1,1,1
0.14,3000,0,0,1,0,1
0.65,3000,0,1,1,1,0
0.5,3000,0,1,0,0,1
0.96,3000,0,1,1,1,1
0.24,3000,0,1,0,1,1
0.81,3000,0,0,0,0,0
0.33,3000,0,0,1,0,1
1.03,3000,0,1,0,0,1
0.07,3000,0,0,0,1,1
0.55,3000,0,1,0,1,0
0.69,3000,0,1,1,1,1
0.34,3000,0,1,0,1,0
0.56,3000,0,1,1,0,1
1.01,3000,0,1,0,1,1
1.02,3000,0,0,1,1,0
1,3000,0,0,1,1,1
0.07,3000,0,0,0,0,1
1.01,3000,0,1,1,0,0
0.03,3000,0,0,1,0,1
0.75,3000,0,1,1,0,1
1,3000,0,0,0,1,1
0,3000,0,1,0,0,0
0,3000,0,0,0,0,1
0.32,3000,0,1,0,1,1
0.32,3000,0,0,1,1,1
0.98,3000,0,1,1,0,0
0.4,3000,0,1,1,1,1
0.66,3000,0,1,0,1,1
1.02,3000,0,1,1,1,0
0.33,3000,0,1,1,1,1
1,3000,0,1,1,0,0
0.99,3000,0,1,1,0,1
0.67,3000,1,1,1,1,0
0.08,3000,0,0,0,0,0
0.4,3000,0,1,1,0,1
0.02,3000,0,0,1,1,0
0.08,3000,0,0,0,0,0
0.87,3000,0,0,0,0,1
0.64,3000,0,1,0,1,1
0.19,3000,0,1,1,0,1
0.29,3000,0,1,0,1,1
1.01,3000,0,1,1,1,1
0.28,3000,0,0,1,1,0
0.98,3000,0,0,1,1,0
0.52,3000,0,1,1,0,0
0.08,3000,0,1,1,0,0
0.4,3000,0,0,0,1,1
1.02,3000,0,1,1,1,1
0,3000,0,1,0,1,1
0,3000,0,0,1,1,1
0.51,3000,0,1,1,1,1
0.94,3000,0,1,1,0,1
0.03,3000,0,0,1,0,0
0.72,3000,0,1,1,1,1
1.02,3000,0,1,1,1,1
0.4,3000,0,1,1,1,1
1.02,3000,0,1,0,1,1
0,3000,0,0,1,1,1
0.45,3000,0,0,1,1,1
0.72,3000,0,1,1,1,1
0.84,3000,0,0,1,1,1
0.73,3000,0,1,0,1,0
0.48,3000,0,0,0,0,1
0.72,3000,0,0,0,0,1
1.01,3000,0,1,1,1,1
0.95,3000,0,1,1,1,1
0.96,3000,0,1,1,0,0
0.45,3000,0,1,1,1,1
0.26,3000,0,0,0,1,1
0.63,3000,0,0,0,0,0
0,3000,0,0,0,0,1
0.35,3000,0,0,1,0,0
0,3000,0,1,1,1,1
0,3000,0,1,1,0,0
0.18,3000,0,1,0,1,1
1.12,3000,0,0,0,1,1
1,3000,0,1,1,1,1
1.01,3000,0,1,0,1,1
0.42,3000,0,1,1,1,1
0.99,3000,0,1,1,1,1
0.66,3000,0,0,0,1,1
1,3000,1,0,1,1,1
0.05,3000,0,0,1,0,1
1.1,3000,0,0,1,1,0
0,3000,0,0,0,1,1
1,3000,0,1,0,1,1
0.07,3000,0,0,1,1,0
0.19,3000,0,0,0,0,0
0.48,3000,0,0,1,0,1
0.32,3000,0,0,1,1,0
0.18,3000,0,0,1,1,0
0.96,3000,0,1,0,1,0
1.02,3000,0,1,1,1,1
0.4,3000,0,1,1,0,1
1.02,3000,0,1,1,1,1
0.41,3000,0,0,1,0,0
0.11,3000,0,1,0,1,1
0.48,3000,0,0,0,0,1
0.68,3000,0,1,1,1,1
0.25,3000,0,0,0,0,1
1,3000,0,1,1,1,1
0.49,3000,0,1,1,1,0
0.39,3000,0,0,1,1,1
0,3000,0,0,0,1,0
0.75,3000,0,0,0,1,0
0.96,3000,0,1,1,1,1
0,3000,0,0,0,1,1
1.1,3000,0,1,1,1,1
1.02,3000,0,1,1,1,1
0.39,3000,0,0,1,0,1
0.32,3000,0,1,1,1,1
1,3000,0,1,1,1,1
0.37,3000,0,1,1,1,1
1,3000,0,1,1,1,1
1.01,3000,0,1,0,1,1
1.38,3000,0,0,1,1,1
0.03,3000,0,0,1,0,1
0.97,3000,0,1,0,1,1
0,3000,0,0,0,1,1
0.57,3000,0,1,0,1,0
0,3000,0,0,0,0,0
0.03,3000,0,0,1,0,1
1,3000,0,0,0,1,1
0.65,3000,0,1,1,1,1
0.76,3000,0,1,1,1,0
1.02,3000,0,1,1,1,1
0.78,3000,0,1,1,1,0
0,3000,0,0,0,1,1
1.04,3000,0,1,1,1,1
0,3000,0,1,1,1,0
0.86,3000,0,1,0,1,1
1.04,3000,0,1,1,1,0
0.02,3000,0,0,0,1,0
0.91,3000,0,0,1,1,1
0.06,3000,0,1,1,1,1
0.4,3000,0,1,1,1,0
0.04,3000,0,0,1,1,1
0.32,3000,0,1,0,1,1
0.51,3000,0,0,0,0,1
0,3000,0,0,0,1,0
0.87,3000,0,0,1,0,0
0.95,3000,0,0,1,1,1
0.24,3000,1,0,1,0,1
0.26,3000,0,1,0,1,1
0.11,3000,0,0,1,1,1
0,3000,0,1,1,1,0
0.72,3000,0,0,1,0,1
0.06,3000,1,0,0,1,0
1.1,3000,0,0,1,1,1
0,3000,0,0,1,1,1
0.06,3000,0,0,1,1,0
1.01,3000,0,0,0,0,1
1.04,3000,1,1,1,1,1
0.63,3000,0,1,1,1,1
0.73,3000,0,1,0,1,1
1.01,3000,1,1,1,1,1
0,3000,0,1,1,1,1
0.38,3000,0,1,1,1,1
0.53,3000,0,1,0,1,1
0.82,3000,0,0,1,0,1
0.01,3000,0,0,1,1,1
0.09,3000,0,0,1,0,1
0.1,3000,0,0,0,0,1
0.61,3000,0,1,0,0,1
0.19,3000,0,1,0,0,1
1,3000,0,0,1,1,1
0.96,3000,0,0,1,1,1
0,3000,0,0,0,0,1
0.78,3000,0,1,1,1,1
0,3000,0,0,0,1,1
0.02,3000,0,0,0,0,1
0.46,3000,0,1,1,1,0
1,3000,1,1,1,1,1
1.01,3000,0,1,1,1,0
0,3000,0,1,1,1,1
0.38,3000,0,1,0,1,1
0.58,3000,0,1,0,1,1
0.8,3000,0,1,0,1,0
1.03,3000,0,1,1,1,1
0.38,3000,0,1,0,1,1
0.13,3000,0,1,0,1,1
0.83,3000,0,0,1,1,0
1.03,3000,0,1,1,1,1
0,3000,0,0,0,0,1
1.01,3000,1,1,1,0,0
1.03,3000,0,1,0,1,0
0.12,3000,0,0,0,1,0
0.24,3000,0,0,0,1,1
1.12,3000,0,0,0,0,1
0.84,3000,0,1,0,0,1
1.01,3000,1,1,1,1,0
1.03,3000,0,1,1,1,0
0.12,3000,0,0,1,1,1
0.66,3000,0,1,1,0,0
0,3000,0,0,0,0,1
0.61,3000,0,1,1,1,1
0.62,3000,0,0,1,0,0
0.98,3000,0,1,1,1,1
0.48,3000,0,1,1,0,1
0.69,3000,0,1,1,1,1
1.01,3000,0,1,1,1,1
0.17,3000,0,1,1,1,1
0.46,3000,0,1,1,1,0
0.06,3000,0,0,1,1,0
0.53,3000,0,0,0,0,1
0.98,3000,0,0,0,0,1
0.81,3000,0,0,1,1,1
0,3000,0,0,1,0,1
0.7,3000,0,0,0,1,1
0,3000,0,0,1,0,0
0.89,3000,0,1,1,1,1
0.58,3000,0,0,0,1,1
0,3000,0,0,0,1,0
1.01,3000,0,1,1,1,1
1.02,3000,0,1,0,1,1
1.04,3000,0,1,1,1,1
0.32,3000,0,1,0,1,1
1,3000,0,0,1,0,0
0.09,3000,0,0,1,1,0
0,3000,0,0,1,0,1
0.74,3000,0,1,1,1,0
1.02,3000,0,1,0,1,1
0,3000,0,0,1,0,1
1.03,3000,0,1,1,1,1
0.78,3000,1,1,1,0,1
0.08,3000,0,0,1,0,1
0.69,3000,0,0,1,1,1
0.73,3000,0,1,1,1,1
1.06,3000,0,1,1,1,1
0.56,3000,0,1,1,1,1
1.02,3000,0,0,1,1,0
0.94,3000,0,1,1,1,1
1.01,3000,0,1,0,1,1
0.92,3000,0,1,0,1,1
1.06,3000,0,1,1,1,0
0.08,3000,0,1,0,1,0
1,3000,0,1,1,1,1
0,3000,0,0,1,0,1
0.8,3000,0,1,0,1,0
1.03,3000,0,1,1,1,1
1.02,3000,0,1,1,1,1
0.23,3000,0,0,1,1,1
1.01,3000,0,1,1,1,1
0.39,3000,0,1,1,1,1
1.02,3000,0,1,1,1,1
0,3000,0,0,1,0,1
0.34,3000,0,0,0,1,1
0.13,3000,0,1,0,1,1
0.89,3000,0,1,1,1,1
1,3000,0,0,1,0,1
0.33,3000,0,0,0,0,1
0,3000,0,0,1,1,1
0.97,3000,0,0,1,0,0
0.21,3000,0,1,0,1,0
0.01,3000,0,0,0,1,0
0.51,3000,0,1,1,1,1
0.95,3000,0,0,1,0,1
1.08,3000,0,1,1,1,0
0.37,3000,1,1,1,1,1
0.08,3000,0,1,1,1,1
1.03,3000,0,1,1,1,1
0.97,3000,0,1,1,1,1
1.03,3000,0,1,0,1,0
0.16,3000,0,0,0,0,1
0.51,3000,1,0,1,1,1
1.02,3000,0,0,1,1,1
1,3000,0,1,1,1,1
0.13,3000,0,0,1,0,0
0.79,3000,0,1,1,0,1
1.02,3000,0,0,0,1,1
1.02,3000,0,1,1,0,0
0.41,3000,0,1,1,1,1
1.7,3000,0,1,1,1,1
0.97,3000,0,1,1,0,1
1.05,3000,0,1,1,1,0
0.99,3000,0,0,1,0,1
0.09,3000,1,1,1,1,0
1,3000,0,1,1,1,1
0,3000,0,0,0,0,1
1,3000,1,0,1,1,1
1.11,3000,1,0,1,1,1
1.11,3000,0,0,1,1,0
0.03,3000,1,0,1,0,1
1.02,3000,0,1,1,1,1
0.07,3000,0,0,1,1,1
1.01,3000,1,1,1,1,1
0.95,3000,0,1,1,1,1
0.72,3000,0,0,0,0,1
1,3000,0,1,1,1,1
1.09,3000,0,1,1,1,1
0.31,3000,0,1,1,1,0
0.85,3000,0,0,1,1,0
0.75,3000,0,1,0,1,1
0.49,3000,1,0,1,1,1
0,3000,0,1,1,0,0
0.99,3000,0,1,0,0,1
0,3000,0,0,0,0,0
1.04,3000,0,1,1,1,0
0,3000,0,1,0,1,0
0.61,3000,1,1,1,1,1
0.65,3000,0,1,0,1,1
1,3000,0,1,1,1,1
0,3000,0,0,1,0,0
1.03,3000,0,1,0,1,1
0.45,3000,0,0,1,0,0
0.93,3000,1,0,1,0,1
0.61,3000,0,1,0,0,1
0.12,3000,0,1,0,1,1
1.12,3000,0,0,1,1,1
1.09,3000,0,1,1,1,0
0.25,3000,0,1,0,1,0
1.03,3000,0,1,1,1,0
1.01,3000,1,1,1,1,1
0.83,3000,0,1,0,1,1
1,3000,0,0,1,1,1
0.62,3000,1,1,1,1,1
1.12,3000,0,0,1,0,1
1.06,3000,0,1,0,1,1
1,3000,0,1,1,1,1
0.76,3000,0,1,1,1,1
1,3000,0,0,1,0,1
1.01,3000,0,0,0,1,1
0.98,3000,0,0,1,0,0
0.28,3000,0,0,1,1,1
0.24,3000,0,1,0,1,1
0.36,3000,0,1,0,1,1
0.11,3000,0,0,1,1,1
0.75,3000,0,1,1,1,1
0.16,3000,0,1,1,1,0
0.96,3000,0,1,1,1,1
0.08,3000,0,1,0,1,1
0.6,3000,0,0,1,0,0
0.84,3000,0,1,1,1,1
1.08,3000,0,1,1,1,0
0.41,3000,0,0,1,0,0
1.19,3000,0,0,1,1,1
0,3000,0,0,0,1,1
0.93,3000,0,1,1,1,1
0.92,3000,0,1,0,1,0
1.37,3000,0,1,1,1,1
0.3,3000,0,1,1,1,1
0.93,3000,0,1,1,1,1
1.02,3000,0,1,1,1,1
0.81,3000,0,1,0,1,1
1,3000,0,1,0,1,1
0.71,3000,0,1,0,0,1
0,3000,0,0,1,1,1
0.54,3000,0,1,1,1,1
0.92,3000,0,1,0,0,0
0,3000,0,0,1,1,1
0.15,3000,0,0,0,0,0
1.01,3000,0,1,1,1,1
0.9,3000,0,1,0,0,0
1.04,3000,0,1,1,1,1
1.12,3000,0,1,1,1,0
1.01,3000,0,1,1,0,1
1.01,3000,0,1,0,1,1
0.93,3000,0,0,0,1,1
0.72,3000,0,1,1,1,0
0,3000,0,0,1,0,0
0.1,3000,0,0,1,1,1
1.01,3000,0,1,1,1,1
0.28,3000,0,1,1,1,0
0.75,3000,1,0,1,1,0
1.15,3000,0,1,1,1,1
0.53,3000,0,0,1,0,1
1.12,3000,0,0,0,0,0
0.95,3000,0,1,1,1,0
0,3000,0,0,0,1,0
0.05,3000,0,0,1,0,0
1.06,3000,0,1,0,1,1
0.71,3000,0,1,1,1,1
1.03,3000,0,1,1,1,0
1.02,3000,0,0,1,0,1
0.72,3000,0,1,1,1,0
0.46,3000,0,1,0,1,1
0.93,3000,0,1,1,0,1
0.71,3000,0,0,1,0,1
0.94,3000,0,0,1,0,1
0.04,3000,0,1,0,0,1
0.06,3000,0,1,1,0,0
0.08,3000,0,0,0,0,0
0,3000,0,1,1,1,1
1.01,3000,0,1,1,1,1
0,3000,0,1,0,1,1
0.78,3000,0,1,0,1,1
0.99,3000,0,0,1,0,1
0.97,3000,0,1,1,1,1
0.64,3000,0,0,1,0,0
0,3000,0,0,1,0,0
0.49,3000,0,1,1,1,1
0,3000,0,0,1,0,1
0.53,3000,0,1,0,1,0
0.15,3000,0,0,1,0,1
1.01,3000,0,1,0,1,1
0.01,3000,0,1,0,0,1
0.82,3000,0,1,0,1,1
0,3000,0,1,0,1,1
0.51,3000,0,0,0,1,0
0.02,3000,0,0,1,0,1
0,3000,0,1,1,1,1
1.84,3000,0,1,1,1,1
0,3000,0,1,0,1,1
0,3000,0,0,1,0,1
1.1,3000,0,0,1,1,1
0,3000,0,1,1,0,1
0.71,3000,0,0,0,0,1
0.51,3000,0,0,1,0,1
0.27,3000,0,0,0,0,1
1.01,3000,0,0,1,1,1
1.06,3000,0,1,0,1,1
0,3000,0,1,0,1,0
0.02,3000,0,1,0,0,0
1.04,3000,0,1,1,1,0
1.06,3000,0,1,1,1,1
0.26,3000,0,0,1,1,1
0.89,3000,0,0,1,0,0
0.9,3000,0,1,1,1,1
0.08,3000,0,0,1,0,0
1.01,3000,0,1,1,1,1
0.04,3000,0,1,0,1,0
1.02,3000,0,1,0,1,1
1.3,3000,0,1,1,1,1
1.05,3000,1,1,1,1,0
0.26,3000,0,1,0,1,1
1.02,3000,0,0,0,1,1
0.51,3000,0,0,1,1,1
0.18,3000,0,1,0,1,0
0.05,3000,0,0,1,1,0
1,3000,0,1,1,0,1
1,3000,0,1,0,1,1
0.96,3000,0,0,1,0,1
1.01,3000,0,0,1,0,1
0,3000,0,0,0,1,0
0.74,3000,0,1,1,1,0
0.87,3000,0,0,1,1,1
0.94,3000,0,0,1,0,0
0.82,3000,0,0,0,1,1
0.98,3000,0,0,1,0,1
0.84,3000,0,1,0,1,0
0.83,3000,0,1,1,0,0
0.5,3000,0,0,1,1,0
0.13,3000,0,1,0,1,0
1.01,3000,0,0,1,0,0
1.03,3000,0,1,0,1,1
0.98,3000,1,1,1,0,1
0.93,3000,0,1,1,1,0
0.87,3000,0,1,1,1,1
0.73,3000,0,0,1,1,1
1.03,3000,0,1,1,1,1
0.59,3000,0,1,0,1,1
0.91,3000,0,0,1,0,1
0.95,3000,0,0,0,0,1
0.01,3000,0,0,0,0,1
0.66,3000,0,0,1,0,1
0.85,3000,1,1,1,1,0
0.32,3000,0,0,1,0,1
0.02,3000,1,1,1,1,1
0.75,3000,0,1,0,1,1
0.7,3000,0,1,0,1,0
1.96,3000,1,1,1,1,1
0.08,3000,0,0,1,0,0
0.47,3000,0,1,1,1,1
0.82,3000,0,0,0,0,0
1,3000,1,0,1,1,1
0,3000,0,0,1,1,0
1,3000,0,0,1,0,0
1.34,3000,0,1,1,1,0
1,3000,0,1,0,1,1
0.82,3000,0,1,1,0,1
0.98,3000,0,0,1,1,1
0.78,3000,0,1,1,1,1
0.99,3000,0,0,1,1,1
1.47,3000,0,1,1,1,1
0.49,3000,0,0,1,0,1
0.22,3000,1,0,1,1,1
0,3000,0,0,0,1,0
1.05,3000,0,0,1,1,1
0.08,3000,0,0,1,0,0
0,3000,0,1,0,1,1
0.94,3000,0,0,1,0,0
0.26,3000,0,0,0,1,1
0.96,3000,0,1,1,1,1
0.94,3000,0,0,0,1,0
0.71,3000,0,1,1,0,1
0.25,3000,0,1,0,1,1
1.07,3000,0,1,1,1,1
0.85,3000,0,1,0,1,1
0.13,3000,0,0,0,1,1
0.6,3000,0,1,1,1,1
0.9,3000,0,0,0,0,0
1.02,3000,0,1,0,1,1
0.53,3000,0,0,1,1,1
0.55,3000,1,0,1,1,1
0.3,3000,0,1,0,0,0
0.76,3000,0,1,1,1,0
1.07,3000,0,1,1,1,1
0.61,3000,0,0,1,0,1
1.01,3000,0,1,1,1,1
0.04,3000,0,0,1,0,1
1,3000,0,0,1,0,1
0.99,3000,0,1,0,0,0
0.83,3000,0,1,1,1,1
0,3000,0,0,1,0,0
1.1,3000,0,1,1,1,1
0,3000,0,0,1,0,0
0.99,3000,0,1,1,1,1
0.98,3000,0,0,1,1,0
1.12,3000,0,1,1,1,0
0.83,3000,0,0,1,1,1
0.99,3000,0,0,1,0,1
0,3000,0,0,0,1,1
0.34,3000,0,0,0,0,1
0.01,3000,0,0,1,1,0
0.94,3000,0,0,1,1,0
0,3000,0,1,0,0,1
0.83,3000,0,0,1,1,1
1,3000,0,1,0,1,1
1.02,3000,0,0,1,1,1
1.49,3000,0,1,1,1,1
1.04,3000,0,1,1,1,1
0.54,3000,0,1,0,1,1
0.67,3000,0,0,1,0,1
0.09,3000,0,0,0,1,0
0.09,3000,0,1,0,1,1
1.2,3000,0,1,1,1,1
0.8,3000,0,1,1,1,1
1.09,3000,1,1,1,1,1
0.62,3000,0,0,1,1,1
0.14,3000,0,1,0,1,1
1.02,3000,0,1,0,1,1
1.02,3000,0,1,0,1,1
0.98,3000,0,0,1,1,1
0,3000,0,1,0,1,0
1,3000,0,1,0,1,1
0.27,3000,0,0,1,0,0
1.11,3000,0,0,0,1,1
1.01,3000,0,1,1,1,1
0.06,3000,0,1,1,1,1
0.17,3000,0,0,1,0,0
1.01,3000,0,0,0,1,1
1.01,3000,0,1,0,1,1
0.77,3000,0,1,0,1,1
0.68,3000,0,0,0,1,1
0.62,3000,0,1,0,1,1
0.71,3000,0,1,0,1,1
0.99,3000,0,0,1,1,1
0.58,3000,0,0,0,0,1
0.77,3000,0,1,0,1,1
0.14,3000,0,0,0,0,1
0,3000,0,0,1,0,1
1,3000,1,0,1,0,1
0.51,3000,0,1,1,1,0
1.05,3000,0,1,1,1,1
1.08,3000,0,1,0,1,1
0.37,3000,0,1,0,1,1
0.4,3000,1,1,1,1,1
0,3000,0,0,0,0,1
0.04,3000,0,0,0,1,0
0.86,3000,0,1,0,1,1
1.04,3000,1,0,1,1,0
0,3000,1,1,1,1,1
0.53,3000,0,0,1,0,1
0.01,3000,0,0,1,0,1
0,3000,0,0,1,1,0
0.56,3000,0,1,0,1,1
1.04,3000,0,0,1,0,1
0.87,3000,0,1,0,1,0
0.01,3000,0,1,1,0,1
0.61,3000,0,1,1,1,0
0.03,3000,0,0,1,0,1
1.02,3000,0,0,0,0,0
0.87,3000,0,1,1,1,0
0.57,3000,0,1,0,1,1
0.53,3000,1,0,1,1,1
0.82,3000,0,1,1,1,1
0,3000,0,0,0,1,1
0.99,3000,0,1,0,0,1
0.25,3000,0,0,0,0,1
0.04,3000,0,0,0,0,1
0,3000,0,0,0,1,1
0.06,3000,0,0,1,1,1
0.27,3000,0,0,0,0,0
0,3000,0,1,1,1,0
0.02,3000,0,1,0,0,0
0.98,3000,0,1,1,1,0
1,3000,0,1,1,1,1
1.18,3000,1,0,1,1,1
0.68,3000,0,1,1,1,0
0.9,3000,0,0,1,0,0
0.13,3000,0,0,0,1,1
1.02,3000,0,1,1,1,1
0.77,3000,0,1,0,1,1
1,3000,1,1,1,1,1
1.01,3000,0,0,1,0,0
1.02,3000,0,0,1,0,0
1.04,3000,0,1,0,1,1
1.01,3000,0,1,1,1,1
0.11,3000,0,0,1,0,0
0.1,3000,0,0,1,0,1
1.01,3000,0,1,1,1,1
0.35,3000,0,1,0,1,1
